sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
SR23-01886237,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 18:35:07,2023-10-30T19:30:44.000,2023-10-30 18:35:08,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,18,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01830876,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-22 11:05:02,2023-10-22T11:32:02.000,2023-10-22 11:05:02,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,11,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01763568,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Phone Call,2023-10-12 15:36:13,2023-10-17T10:17:49.000,2023-10-17 10:17:48,1634 W GARFIELD BLVD,Chicago,Illinois,60609,1634,W,GARFIELD,BLVD,False,False,61,16,3,09,0932,10,15,5,10,1166236.416324096,1868262.961086382,41.794096852,-87.665959396,"{'latitude': '41.7940968516405', 'longitude': '-87.6659593962365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,L034,,114.69305555555556
SR23-01714339,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-05 01:28:04,2023-10-05T01:30:34.000,2023-10-05 01:28:04,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,25,29,1,15,1511,13,1,5,10,1136352.310845509,1906670.021374163,41.900076001,-87.7746285,"{'latitude': '41.90007600094053', 'longitude': '-87.77462850000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,B020,,0.0
SR23-01889899,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-31 11:44:06,2023-10-31T12:31:23.000,2023-10-31 11:44:07,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01711994,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-04 15:07:38,2023-10-04T15:31:24.000,2023-10-04 15:07:38,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01779511,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-15 15:34:35,2023-10-15T16:30:38.000,2023-10-15 15:34:35,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,15,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01732864,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-08 02:53:48,2023-10-08T03:30:50.000,2023-10-08 02:53:49,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,2,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01942428,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Alderman's Office,2023-11-08 13:01:33,2023-11-13T08:44:02.000,2023-11-13 08:44:02,4660 W BRYN MAWR AVE,Chicago,Illinois,60646,4660,W,BRYN MAWR,AVE,False,False,12,39,1,17,1711,4,13,4,11,1144114.515123257,1936889.214918002,41.982858001,-87.745356,"{'latitude': '41.98285800094077', 'longitude': '-87.74535600000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E008,,115.70805555555556
SR23-01737542,Yard Waste Pick-Up Request,SCQ,Streets and Sanitation,Completed,Mobile Device,2023-10-09 08:27:59,2023-10-10T13:54:04.000,2023-10-10 13:54:04,4506 N FRANCISCO AVE,,,,4506,N,FRANCISCO,AVE,False,False,14,33,2,17,1724,8,8,2,10,1156149.789569281,1929874.136285335,41.963373001,-87.701283,"{'latitude': '41.96337300094071', 'longitude': '-87.70128300000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I011,,29.434722222222224
SR23-01879787,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-29 21:45:28,2023-10-29T22:30:39.000,2023-10-29 21:45:29,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01734041,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-08 10:38:31,2023-10-08T11:30:57.000,2023-10-08 10:38:31,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01806809,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,Completed,Phone Call,2023-10-18 20:10:24,2023-10-18T20:59:07.000,2023-10-18 20:59:07,6352 W MONTROSE AVE,Chicago,Illinois,,6352,W,MONTROSE,AVE,True,False,17,38,3,16,1632,,20,4,10,1132895.993540964,1928566.976556108,41.96022488,-87.786811208,"{'latitude': '41.960224880294184', 'longitude': '-87.78681120837147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Z112,SR23-01806414,0.8119444444444445
SR23-01863525,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-26 18:23:56,2023-10-26T18:31:22.000,2023-10-26 18:23:56,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,18,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01762526,Street Cleaning Request,SDP,Streets and Sanitation,Completed,Internet,2023-10-12 13:50:10,2023-10-23T07:53:36.000,2023-10-23 07:53:36,400 W ONTARIO ST,Chicago,Illinois,60654,400,W,ONTARIO,ST,False,False,8,42,3,18,1831,38,13,5,10,1173295.904324205,1904496.37085529,41.893371001,-87.6389985,"{'latitude': '41.89337100094051', 'longitude': '-87.6389985000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O021,,258.0572222222222
SR23-01790608,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17 08:24:29,2023-10-17T08:31:06.000,2023-10-17 08:24:30,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01693021,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-02 10:22:06,2023-10-02T10:32:51.000,2023-10-02 10:22:06,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01718678,Sign Repair Request - All Other Signs,PCE,CDOT - Department of Transportation,Completed,Internet,2023-10-05 14:05:33,2023-10-10T09:00:17.000,2023-10-10 09:00:17,2756 S SACRAMENTO AVE,Chicago,Illinois,,2756,S,SACRAMENTO,AVE,False,False,30,25,3,10,1033,15,14,5,10,1156816.542156466,1885277.67960469,41.840982903,-87.700041999,"{'latitude': '41.8409829027125', 'longitude': '-87.70004199867184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I028,,114.91222222222223
SR23-01893709,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-01 01:49:07,2023-11-01T02:30:33.000,2023-11-01 01:49:08,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,14,33,1,17,1713,2,1,4,11,1153971.899633525,1931793.260409114,41.968683001,-87.709239,"{'latitude': '41.96868300094073', 'longitude': '-87.7092390000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,H010,,0.0002777777777777778
SR23-01921891,Sidewalk Inspection Request,PBS,CDOT - Department of Transportation,Open,Mobile Device,2023-11-05 15:21:34,2023-11-05T15:21:35.000,,1450 W WEBSTER AVE,,,,1450,W,WEBSTER,AVE,False,False,7,32,1,18,1811,20,15,1,11,1166118.946567279,1914780.617310657,41.921748001,-87.6650625,"{'latitude': '41.921748000940596', 'longitude': '-87.66506250000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M017,,
SR23-01919638,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-05 06:52:00,2023-11-05T07:30:38.000,2023-11-05 06:52:01,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,6,1,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01696203,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-02 14:51:10,2023-10-02T15:30:58.000,2023-10-02 14:51:11,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01689064,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-01 17:07:35,2023-10-01T17:30:55.000,2023-10-01 17:07:35,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01877438,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-29 09:58:05,2023-10-29T10:31:01.000,2023-10-29 09:58:05,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01743670,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,SPOTCSR,2023-10-10 08:30:51,2023-10-21T04:13:39.000,2023-10-21 04:13:38,5244 W FULTON ST,CHICAGO,IL,60644,5244,W,FULTON,ST,False,False,25,37,2,15,1523,11,8,3,10,1141183.431165201,1901462.768584786,41.885698962,-87.75701188,"{'latitude': '41.885698961727876', 'longitude': '-87.75701187984764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,C022,,259.71305555555557
SR23-01818499,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Phone Call,2023-10-20 06:37:01,2023-11-09T10:38:17.000,2023-11-09 10:38:17,2853 W FARRAGUT AVE,Chicago,Illinois,60625,2853,W,FARRAGUT,AVE,False,False,4,39,1,20,2011,17,6,6,10,1156190.352849491,1934659.68809504,41.976504001,-87.701004,"{'latitude': '41.97650400094078', 'longitude': '-87.70100400000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Streets and Sanitation,I009,,484.0211111111111
SR23-01930754,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-07 00:37:27,2023-11-07T01:31:19.000,2023-11-07 00:37:27,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,0,3,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01769091,Stray Animal Complaint,EAE,Animal Care and Control,Canceled,Chicago Police Department,2023-10-13 13:01:42,2023-11-19T20:23:04.000,2023-11-19 20:23:04,5100 S FAIRFIELD AVE,Chicago,Illinois,60632,5100,S,FAIRFIELD,AVE,False,False,63,14,2,09,0923,19,13,6,10,1158888.122809743,1870706.103527553,41.800954543,-87.69283862,"{'latitude': '41.80095454270643', 'longitude': '-87.69283861990631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Animal Care and Control,J034,,895.3561111111111
SR23-01789876,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17 05:51:09,2023-10-17T06:30:37.000,2023-10-17 05:51:09,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,5,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01755126,Tree Planting Request,SED,Streets and Sanitation,Completed,Internet,2023-10-11 14:03:27,2023-11-16T10:52:15.000,2023-11-16 10:52:15,306 W ERIE ST,Chicago,Illinois,60654,306,W,ERIE,ST,False,False,8,42,3,18,1831,39,14,4,10,1174114.424150276,1904750.806730207,41.894050972,-87.635984804,"{'latitude': '41.89405097179079', 'longitude': '-87.63598480381553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,P021,,860.8133333333334
SR23-01931062,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-07 06:17:27,2023-11-07T06:30:35.000,2023-11-07 06:17:27,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,6,3,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01938585,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-11-08 07:59:32,2023-11-09T12:46:07.000,2023-11-09 12:46:07,169 N WELLS ST,,,,169,N,WELLS,ST,False,False,32,42,2,01,0122,9,7,4,11,1174719.6774274,1901476.961680978,41.885053835,-87.633859938,"{'latitude': '41.885053834589534', 'longitude': '-87.63385993764204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,P022,,28.77638888888889
SR23-01880938,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 08:21:52,2023-10-30T08:32:27.000,2023-10-30 08:21:53,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01806581,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18 19:29:34,2023-10-18T19:31:23.000,2023-10-18 19:29:35,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,19,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01934808,Sign Repair Request - Do Not Enter Sign,PCD,CDOT - Department of Transportation,Completed,Phone Call,2023-11-07 13:23:08,2023-11-07T13:24:33.000,2023-11-07 13:24:33,10200 S ARTESIAN AVE,Chicago,Illinois,60655,10200,S,ARTESIAN,AVE,False,False,72,19,1,22,2211,53,13,3,11,1161743.24850356,1836866.223333426,41.708034001,-87.6833055,"{'latitude': '41.708034000939826', 'longitude': '-87.68330550000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CDOT - Department of Transportation,J046,,0.02361111111111111
SR23-01897736,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-01 13:34:10,2023-11-01T14:31:01.000,2023-11-01 13:34:10,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,4,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01757072,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-11 18:21:25,2023-10-11T18:30:57.000,2023-10-11 18:21:25,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01723456,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-10-06 09:41:45,2023-10-11T12:03:46.000,2023-10-11 12:03:46,2314 W MOFFAT ST,,,,2314,W,MOFFAT,ST,False,False,22,32,3,14,1434,6,9,6,10,1160501.445319908,1912300.62753833,41.915061001,-87.6857715,"{'latitude': '41.915061000940575', 'longitude': '-87.68577150000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,K018,,122.36694444444444
